"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"2965",414791,414791,504307,1932,NA,2,1,0,1,NA,NA,NA,2170,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5036,"Kenwood","N","Ave","","","5036 N Kenwood Ave","Indianapolis","IN",46208,"","Residential","SingleFamily","",39.844565,-86.160921,NA,NA,6851,0.1573,"",NA,NA,NA,"",NA,NA,167100,NA,NA,NA,NA,2016-07-01,145000,"","",NA,NA,NA
"2967",414975,414975,504493,1950,NA,3,1.5,1,1,NA,NA,NA,2196,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4702,"Mitchner","N","Ave","","","4702 N Mitchner Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.842113,-86.034594,NA,NA,11325,0.26,"",NA,NA,NA,"",NA,NA,80600,NA,NA,NA,NA,2016-07-22,83750,"","",NA,NA,NA
"2972",414983,414983,504501,1960,NA,2,1,0,1,NA,NA,NA,1440,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8102,"34th","E","Pl","","","8102 E 34th Pl","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.819851,-86.024864,NA,NA,6882,0.158,"",NA,NA,NA,"",NA,NA,48500,NA,NA,NA,NA,2016-10-07,49500,"","",NA,NA,NA
"2975",415068,415068,504592,1974,NA,3,2,0,2,NA,NA,NA,1506,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8009,"Chiltern","","Dr","","","8009 Chiltern Dr","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.89986,-86.207974,NA,NA,20081,0.461,"",NA,NA,NA,"",NA,NA,110200,NA,NA,NA,NA,2016-02-11,90000,"","",NA,NA,NA
"2980",415073,415073,504597,1959,NA,3,2,0,2,NA,NA,NA,1870,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1744,"74th","W","Pl","","","1744 W 74th Pl","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.88979,-86.191261,NA,NA,20908,0.48,"",NA,NA,NA,"",NA,NA,126100,NA,NA,NA,NA,2016-08-08,147000,"","",NA,NA,NA
"2981",415074,415074,504598,1959,NA,3,3,0,3,NA,NA,NA,2560,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1708,"74th","W","Pl","","","1708 W 74th Pl","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.889799,-86.189978,NA,NA,20908,0.48,"",NA,NA,NA,"",NA,NA,149600,NA,NA,NA,NA,2016-08-29,158900,"","",NA,NA,NA
"2985",415078,415078,504602,1960,NA,3,2,0,2,NA,NA,NA,1302,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1737,"76th","W","Pl","","","1737 W 76th Pl","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.893037,-86.191042,NA,NA,15036,0.3452,"",NA,NA,NA,"",NA,NA,114600,NA,NA,NA,NA,2016-07-19,119000,"","",NA,NA,NA
"2988",415081,415081,504605,1960,NA,3,2.5,1,2,NA,NA,NA,1832,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7327,"Grandview","","Dr","","","7327 Grandview Dr","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.887221,-86.187498,NA,NA,23217,0.533,"",NA,NA,NA,"",NA,NA,130700,NA,NA,NA,NA,2016-07-19,144700,"","",NA,NA,NA
"2989",415082,415082,504606,1961,NA,3,2,0,2,NA,NA,NA,1921,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1045,"77th","W","Dr","","","1045 W 77th Street South Dr","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.893155,-86.177944,NA,NA,20908,0.48,"",NA,NA,NA,"",NA,NA,171500,NA,NA,NA,NA,2016-08-31,213400,"","",NA,NA,NA
"2996",415823,415823,505363,1984,NA,3,1,0,1,NA,NA,NA,1359,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3510,"Oak Tree","","Cir","","","3510 Oak Tree Cir","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.63661,-86.105702,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,111200,NA,NA,NA,NA,2016-09-14,132500,"","",NA,NA,NA
"2997",415824,415824,505364,1986,NA,3,2,0,2,NA,NA,NA,1064,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3417,"Pleasant Lake","","Dr","","","3417 Pleasant Lake Dr","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.639584,-86.107378,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,81900,NA,NA,NA,NA,2016-08-30,99500,"","",NA,NA,NA
"2998",415825,415825,505365,1987,NA,3,2,0,2,NA,NA,NA,1276,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8711,"Valley Lake","","Ct","","","8711 Valley Lake Ct","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.640217,-86.106336,NA,NA,8407,0.193,"",NA,NA,NA,"",NA,NA,106100,NA,NA,NA,NA,2016-09-23,115900,"","",NA,NA,NA
"3002",415831,415831,505371,1989,NA,3,2,0,2,NA,NA,NA,1223,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8801,"Summer Walk","E","Dr","","","8801 Summer Walk Dr E","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.638578,-86.11052,NA,NA,6838,0.157,"",NA,NA,NA,"",NA,NA,98300,NA,NA,NA,NA,2016-07-13,110000,"","",NA,NA,NA
"3003",415832,415832,505372,1989,NA,3,2.5,1,2,NA,NA,NA,1438,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8781,"Summer Walk","E","Dr","","","8781 Summer Walk Dr E","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.638749,-86.110542,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,104500,NA,NA,NA,NA,2016-01-27,104235,"","",NA,NA,NA
"3009",416165,416165,505710,1961,NA,3,1.5,1,1,NA,NA,NA,1075,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4322,"Busy Bee","","Ln","","","4322 Busy Bee Ln","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.677523,-86.093633,NA,NA,14941,0.343,"",NA,NA,NA,"",NA,NA,102100,NA,NA,NA,NA,2016-06-08,130000,"","",NA,NA,NA
"3011",416167,416167,505712,1967,NA,4,2,0,2,NA,NA,NA,1569,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4030,"Edgewood","E","Ave","","","4030 E Edgewood Ave","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.680492,-86.097535,NA,NA,20386,0.468,"",NA,NA,NA,"",NA,NA,149500,NA,NA,NA,NA,2016-07-28,160000,"","",NA,NA,NA
"3013",416169,416169,505714,1992,NA,4,3,0,3,NA,NA,NA,2922,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4719,"Moss Creek","","Ct","","","4719 Moss Creek Ct","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.670898,-86.08848,NA,NA,20124,0.462,"",NA,NA,NA,"",NA,NA,272700,NA,NA,NA,NA,2016-09-09,262000,"","",NA,NA,NA
"3014",416170,416170,505715,1992,NA,4,3,0,3,NA,NA,NA,2734,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4324,"Moss Ridge","","Cir","","","4324 Moss Ridge Cir","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.670349,-86.093687,NA,NA,13678,0.314,"",NA,NA,NA,"",NA,NA,257100,NA,NA,NA,NA,2016-08-31,246000,"","",NA,NA,NA
"3016",416172,416172,505717,1997,NA,3,2,0,2,NA,NA,NA,1895,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6460,"Gray","","Rd","","","6460 Gray Rd","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.672904,-86.097591,NA,NA,29620,0.68,"",NA,NA,NA,"",NA,NA,153000,NA,NA,NA,NA,2016-05-23,146000,"","",NA,NA,NA
"3018",416174,416174,505719,1994,NA,3,2,0,2,NA,NA,NA,1420,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5764,"Saint Simons","","Dr","","","5764 Saint Simons Dr","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.682546,-86.098294,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,108500,NA,NA,NA,NA,2016-06-09,131000,"","",NA,NA,NA
"3035",428921,428921,518917,1977,NA,3,3,0,3,NA,NA,NA,2892,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1010,"Woodbridge","","Ln","","","1010 Woodbridge Ln","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.920907,-86.177505,NA,NA,23435,0.538,"",NA,NA,NA,"",NA,NA,197500,NA,NA,NA,NA,2016-08-26,225000,"","",NA,NA,NA
"3037",428924,428924,518920,1980,NA,3,2.5,1,2,NA,NA,NA,3498,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9650,"Copley","","Dr","","","9650 Copley Dr","Indianapolis","IN",46290,"","Residential","SingleFamily","",39.928585,-86.16999,NA,NA,69696,1.6,"",NA,NA,NA,"",NA,NA,318600,NA,NA,NA,NA,2016-03-01,479900,"","",NA,NA,NA
"3045",430832,430832,520889,1920,NA,2,1,0,1,NA,NA,NA,1224,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1029,"33rd","W","St","","","1029 W 33rd St","Indianapolis","IN",46208,"","Residential","SingleFamily","",39.813794,-86.179177,NA,NA,5097,0.117,"",NA,NA,NA,"",NA,NA,78700,NA,NA,NA,NA,2016-07-12,36000,"","",NA,NA,NA
"3047",430834,430834,520891,2000,NA,2,2,0,2,NA,NA,NA,1232,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1718,"30th","W","St","","","1718 W 30th St","Indianapolis","IN",46208,"","Residential","SingleFamily","",39.8102,-86.190482,NA,NA,5662,0.13,"",NA,NA,NA,"",NA,NA,97000,NA,NA,NA,NA,2016-07-28,56500,"","",NA,NA,NA
"3063",433916,433916,524120,1998,NA,3,1.5,1,1,NA,NA,NA,1596,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",931,"Fox Hill","","Dr","","","931 Fox Hill Dr","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.863729,-86.175402,NA,NA,24149,0.5544,"",NA,NA,NA,"",NA,NA,129500,NA,NA,NA,NA,2016-04-19,132000,"","",NA,NA,NA
"3067",433920,433920,524124,1993,NA,4,3,0,3,NA,NA,NA,3424,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3117,"Bretton","","Ct","","","3117 Bretton Ct","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.882605,-86.212961,NA,NA,8712,0.2,"",NA,NA,NA,"",NA,NA,188900,NA,NA,NA,NA,2016-04-21,179900,"","",NA,NA,NA
"3068",433921,433921,524125,1965,NA,3,2,0,2,NA,NA,NA,2142,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1849,"Fox Hill","","Dr","","","1849 Fox Hill Dr","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.864463,-86.193327,NA,NA,13464,0.3091,"",NA,NA,NA,"",NA,NA,131500,NA,NA,NA,NA,2016-04-12,150000,"","",NA,NA,NA
"3069",433922,433922,524126,1966,NA,3,2,0,2,NA,NA,NA,1655,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5924,"Boettcher","","Ct","","","5924 Boettcher Ct","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.863671,-86.195583,NA,NA,7562,0.1736,"",NA,NA,NA,"",NA,NA,97100,NA,NA,NA,NA,2016-05-16,89900,"","",NA,NA,NA
"3075",434690,434690,524926,1946,NA,3,2,0,2,NA,NA,NA,2418,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6350,"Jackson","","St","","","6350 Jackson St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.762298,-86.272816,NA,NA,21301,0.489,"",NA,NA,NA,"",NA,NA,116900,NA,NA,NA,NA,2016-08-29,122000,"","",NA,NA,NA
"3079",435998,435998,526287,1984,NA,4,4,0,4,NA,NA,NA,5450,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9243,"Seascape","","Dr","","","9243 Seascape Dr","Indianapolis","IN",46256,"","Residential","SingleFamily","",39.922241,-85.977477,NA,NA,34848,0.8,"",NA,NA,NA,"",NA,NA,441200,NA,NA,NA,NA,2016-09-30,650000,"","",NA,NA,NA
"3083",436002,436002,526291,1990,NA,4,4,0,4,NA,NA,NA,3915,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",11074,"Woods Bay","","Ln","","","11074 Woods Bay Ln","Indianapolis","IN",46236,"","Residential","SingleFamily","",39.917137,-85.970106,NA,NA,20473,0.47,"",NA,NA,NA,"",NA,NA,430400,NA,NA,NA,NA,2016-07-21,573500,"","",NA,NA,NA
"3089",438301,438301,528675,1900,NA,2,1,0,1,NA,NA,NA,2558,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1217,"Sterling","","St","","","1217 Sterling St","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.783599,-86.127318,NA,NA,5445,0.125,"",NA,NA,NA,"",NA,NA,55100,NA,NA,NA,NA,2016-06-10,91000,"","",NA,NA,NA
"3098",438601,438601,528980,1952,NA,3,1,0,1,NA,NA,NA,840,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2822,"Walker","","Ave","","","2822 Walker Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.73213,-86.115217,NA,NA,9932,0.228,"",NA,NA,NA,"",NA,NA,42300,NA,NA,NA,NA,2016-08-02,58000,"","",NA,NA,NA
"3099",438602,438602,528981,1925,NA,2,1,0,1,NA,NA,NA,1022,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1719,"Gimber","E","St","","","1719 E Gimber St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.727343,-86.12943,NA,NA,5032,0.1155,"",NA,NA,NA,"",NA,NA,41200,NA,NA,NA,NA,2016-04-08,40000,"","",NA,NA,NA
"3100",438603,438603,528982,1930,NA,3,2,0,2,NA,NA,NA,1392,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2340,"Churchman","","Ave","","","2340 Churchman Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.734982,-86.116797,NA,NA,4400,0.101,"",NA,NA,NA,"",NA,NA,79900,NA,NA,NA,NA,2016-08-02,87000,"","",NA,NA,NA
"3102",438605,438605,528984,1961,NA,3,1,0,1,NA,NA,NA,960,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2745,"Randolph","S","St","","","2745 S Randolph St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.727031,-86.125473,NA,NA,7231,0.166,"",NA,NA,NA,"",NA,NA,42500,NA,NA,NA,NA,2016-06-24,52000,"","",NA,NA,NA
"3106",438836,438836,529239,1920,NA,0,NA,NA,NA,NA,NA,NA,1230,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",840,"Oxford","N","St","","","840 N Oxford St","Indianapolis","IN",46201,"","Residential","MultiFamily2To4","",39.778982,-86.115765,NA,NA,5662,0.13,"",NA,NA,NA,"",NA,NA,53200,NA,NA,NA,NA,2016-08-26,35000,"","",NA,NA,NA
"3108",446708,446708,537368,1941,NA,2,1,0,1,NA,NA,NA,950,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1457,"Wallace","","Ave","","","1457 Wallace Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.787377,-86.088587,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,62700,NA,NA,NA,NA,2016-09-23,69500,"","",NA,NA,NA
"3110",446710,446710,537370,1952,NA,2,1,0,1,NA,NA,NA,720,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5314,"19th","E","Pl","","","5314 E 19th Pl","Indianapolis","IN",46218,"","Residential","SingleFamily","",39.793564,-86.077843,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,46700,NA,NA,NA,NA,2016-07-18,55000,"","",NA,NA,NA
"3114",450087,450087,540869,1910,NA,4,2,0,2,NA,NA,NA,3105,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4165,"Sherman","N","Dr","","","4165 N Sherman Dr","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.832663,-86.102367,NA,NA,21780,0.5,"",NA,NA,NA,"",NA,NA,145100,NA,NA,NA,NA,2016-06-24,128000,"","",NA,NA,NA
"3119",450092,450092,540874,1959,NA,3,2,0,2,NA,NA,NA,1832,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4520,"Devon","","Ct","","","4520 Devon Ct","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.834115,-86.092077,NA,NA,20298,0.466,"",NA,NA,NA,"",NA,NA,103700,NA,NA,NA,NA,2016-06-13,144500,"","",NA,NA,NA
"3121",450105,450105,540887,1980,NA,2,1,0,1,NA,NA,NA,1544,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2912,"42nd","E","St","","","2912 E 42nd St","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.833246,-86.115867,NA,NA,7401,0.1699,"",NA,NA,NA,"",NA,NA,42500,NA,NA,NA,NA,2016-06-02,25000,"","",NA,NA,NA
"3124",450113,450113,540897,1931,NA,4,1.5,1,1,NA,NA,NA,3822,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3609,"Forest Manor","","Ave","","","3609 Forest Manor Ave","Indianapolis","IN",46218,"","Residential","SingleFamily","",39.822351,-86.097602,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,72400,NA,NA,NA,NA,2016-10-11,37500,"","",NA,NA,NA
"3131",450148,450148,540932,1991,NA,3,2.5,1,2,NA,NA,NA,2860,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",10241,"Forest Creek","","Dr","","","10241 Forest Creek Dr","Indianapolis","IN",46239,"","Residential","SingleFamily","",39.748838,-85.984614,NA,NA,30927,0.71,"",NA,NA,NA,"",NA,NA,202000,NA,NA,NA,NA,2016-05-31,212500,"","",NA,NA,NA
"3132",450149,450149,540933,1994,NA,4,2.5,1,2,NA,NA,NA,2616,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2410,"Whispering","","Way","","","2410 Whispering Way","Indianapolis","IN",46239,"","Residential","SingleFamily","",39.736816,-85.986319,NA,NA,15681,0.36,"",NA,NA,NA,"",NA,NA,185400,NA,NA,NA,NA,2016-10-05,227500,"","",NA,NA,NA
"3142",450190,450190,540981,1990,8,3,2,0,2,2,NA,1,2522,622,420,NA,NA,"Central","","Single Family",NA,"Average","Masonry",1,"Steel",NA,NA,"Attached","Heat Pump",NA,NA,"Attached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","Type Unknown","Type Unknown",4716,"Aerie","","Ln","","","4716 Aerie Ln","Indianapolis","IN",46254,"ZO01","Residential","Single Family Residence / Townhouse","49-05-11-119-016.000-600",39.84004,-86.28404,NA,NA,8102,0.186,"16",11,NA,NA,"",23200,127300,150500,NA,1505,2015,NA,2016-07-29,146772,"Grant Deed","GHAZARYAN KARLEN",NA,NA,NA
"3157",453311,453311,544232,1951,NA,3,3,0,3,NA,NA,NA,2732,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2905,"Highwoods","","Dr","","","2905 Highwoods Dr","Indianapolis","IN",46222,"","Residential","SingleFamily","",39.815559,-86.208513,NA,NA,15507,0.356,"",NA,NA,NA,"",NA,NA,100200,NA,NA,NA,NA,2016-04-26,125000,"","",NA,NA,NA
"3159",453313,453313,544234,1962,NA,3,2,0,2,NA,NA,NA,3116,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3658,"Marcella","","Ln","","","3658 Marcella Ln","Indianapolis","IN",46222,"","Residential","SingleFamily","",39.816648,-86.223555,NA,NA,18730,0.43,"",NA,NA,NA,"",NA,NA,35300,NA,NA,NA,NA,2016-07-26,122500,"","",NA,NA,NA
"3164",456263,456263,547278,1973,NA,3,3,0,3,NA,NA,NA,1916,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5933,"Cape Cod","","Ct","","","5933 Cape Cod Ct","Indianapolis","IN",46250,"","Residential","SingleFamily","",39.890951,-86.066121,NA,NA,17859,0.41,"",NA,NA,NA,"",NA,NA,191900,NA,NA,NA,NA,2016-08-23,227500,"","",NA,NA,NA
"3165",456264,456264,547279,1978,NA,3,2,0,2,NA,NA,NA,2134,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6717,"Lakeknoll","","Dr","","","6717 Lakeknoll Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.879403,-86.065288,NA,NA,15681,0.36,"",NA,NA,NA,"",NA,NA,171900,NA,NA,NA,NA,2016-08-26,166000,"","",NA,NA,NA
"3167",456266,456266,547281,1979,NA,3,2,0,2,NA,NA,NA,1368,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6702,"Lakeknoll","","Dr","","","6702 Lakeknoll Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.878858,-86.066025,NA,NA,15812,0.363,"",NA,NA,NA,"",NA,NA,103600,NA,NA,NA,NA,2016-06-16,150000,"","",NA,NA,NA
"3168",456267,456267,547282,1979,NA,3,2,0,2,NA,NA,NA,1216,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6816,"Lakeknoll","","Dr","","","6816 Lakeknoll Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.880502,-86.066018,NA,NA,15681,0.36,"",NA,NA,NA,"",NA,NA,124400,NA,NA,NA,NA,2016-05-13,145000,"","",NA,NA,NA
"3170",456269,456269,547284,1956,NA,3,2,0,2,NA,NA,NA,1693,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6115,"Rucker","","Rd","","","6115 Rucker Rd","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.866319,-86.078955,NA,NA,24088,0.553,"",NA,NA,NA,"",NA,NA,172500,NA,NA,NA,NA,2016-05-27,174500,"","",NA,NA,NA
"3178",456521,456521,547544,2001,NA,3,2.5,1,2,NA,NA,NA,2205,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7140,"Harness Lakes","","Dr","","","7140 Harness Lakes Dr","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.661434,-86.211008,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,128500,NA,NA,NA,NA,2016-07-29,145000,"","",NA,NA,NA
"3188",456531,456531,547554,2001,NA,3,3,0,3,NA,NA,NA,1814,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7111,"Red Lake","","Ct","","","7111 Red Lake Ct","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.66188,-86.207981,NA,NA,6359,0.146,"",NA,NA,NA,"",NA,NA,132500,NA,NA,NA,NA,2016-06-30,149900,"","",NA,NA,NA
"3191",456534,456534,547557,2002,NA,4,2.5,1,2,NA,NA,NA,2052,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2726,"Mingo","","Ct","","","2726 Mingo Ct","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.662089,-86.206036,NA,NA,4617,0.106,"",NA,NA,NA,"",NA,NA,112700,NA,NA,NA,NA,2016-06-13,133000,"","",NA,NA,NA
"3194",456537,456537,547560,2001,NA,3,2.5,1,2,NA,NA,NA,1758,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2609,"Redland","","Ln","","","2609 Redland Ln","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.669808,-86.204325,NA,NA,4356,0.1,"",NA,NA,NA,"",NA,NA,96900,NA,NA,NA,NA,2016-09-27,110000,"","",NA,NA,NA
