"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"698",36860,36860,110787,1910,NA,NA,4,0,4,NA,NA,NA,2506,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1255,"Euclid","W","St","","","1255 W Euclid St","Detroit","MI",48202,"","","SingleFamily","",42.372701,-83.089209,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,NA,2016-06-01,36000,"","",NA,NA,NA
"700",36862,36862,110789,1916,NA,NA,3,0,3,NA,NA,NA,2860,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1659,"Longfellow","","St","","","1659 Longfellow St","Detroit","MI",48206,"","","SingleFamily","",42.379402,-83.099166,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,40600,NA,NA,NA,NA,2016-05-11,65000,"","",NA,NA,NA
"701",36886,36886,110814,1925,NA,NA,0,0,0,0,1,1,6225,NA,NA,"","","","","",NA,NA,NA,NA,"","Concrete",NA,"","Steam",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2591,"Puritan","","Ave","","","2591 Puritan Ave","Detroit","MI",48238,"","Commercial","Commercial","08005230.",42.40993,-83.12721,100,69,6970,0.16,NA,NA,NA,NA,NA,0,0,43300,NA,3910,2015,NA,2016-02-02,10000,"Grant Deed","LEOS REAL ESTATE 5 LLC",NA,NA,NA
"706",38075,38075,112075,1937,NA,3,2.5,1,2,NA,NA,NA,1828,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17168,"Cherrylawn","","St","","","17168 Cherrylawn St","Detroit","MI",48221,"","","SingleFamily","",42.418071,-83.15438,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,68800,NA,NA,NA,NA,2016-03-14,79900,"","",NA,NA,NA
"707",38076,38076,112076,1935,NA,3,1.5,1,1,NA,NA,NA,1582,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17523,"San Juan","","Dr","","","17523 San Juan Dr","Detroit","MI",48221,"","","SingleFamily","",42.421161,-83.146697,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,51600,NA,NA,NA,NA,2016-04-12,35000,"","",NA,NA,NA
"708",38077,38077,112077,1929,NA,NA,3,0,3,NA,NA,NA,1972,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16247,"Northlawn","","St","","","16247 Northlawn St","Detroit","MI",48221,"","","SingleFamily","",42.411876,-83.15364,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,NA,NA,2016-04-13,45229,"","",NA,NA,NA
"712",38081,38081,112081,1929,NA,4,1.5,1,1,NA,NA,NA,1598,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18021,"Woodingham","","Dr","","","18021 Woodingham Dr","Detroit","MI",48221,"","","SingleFamily","",42.422855,-83.150489,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,47200,NA,NA,NA,NA,2016-05-20,45000,"","",NA,NA,NA
"715",38084,38084,112084,1940,NA,3,1.5,1,1,NA,NA,NA,1756,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18051,"Greenlawn","","St","","","18051 Greenlawn St","Detroit","MI",48221,"","","SingleFamily","",42.423256,-83.151712,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,55400,NA,NA,NA,NA,2016-02-19,65000,"","",NA,NA,NA
"718",41644,41644,115843,1928,NA,3,1,0,1,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15845,"Forrer","","St","","","15845 Forrer St","Detroit","MI",48227,"","","SingleFamily","",42.407512,-83.202079,NA,NA,7841,0.18,NA,NA,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,2016-01-13,34900,"","",NA,NA,NA
"719",41645,41645,115844,1929,NA,4,1,0,1,NA,NA,NA,1700,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15514,"Saint Marys","","St","","","15514 Saint Marys St","Detroit","MI",48227,"","","SingleFamily","",42.404824,-83.205979,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,2016-03-18,49500,"","",NA,NA,NA
"720",41646,41646,115845,1951,NA,NA,1,0,1,NA,NA,NA,904,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16133,"Biltmore","","St","","","16133 Biltmore St","Detroit","MI",48235,"","","SingleFamily","",42.409076,-83.210899,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,34800,NA,NA,NA,NA,2016-02-16,27500,"","",NA,NA,NA
"721",41647,41647,115846,1940,NA,3,1.5,1,1,NA,NA,NA,1471,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15480,"Lindsay","","St","","","15480 Lindsay St","Detroit","MI",48227,"","","SingleFamily","",42.404286,-83.212347,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,NA,2016-02-25,52500,"","",NA,NA,NA
"722",41648,41648,115847,1925,NA,5,NA,NA,NA,NA,NA,NA,1904,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14919,"Ferguson","","St","","","14919 Ferguson St","Detroit","MI",48227,"","","SingleFamily","",42.399646,-83.210571,NA,NA,9147,0.21,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA,NA,2016-05-09,47000,"","",NA,NA,NA
"724",41650,41650,115849,1941,NA,4,1.5,1,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15790,"Lindsay","","St","","","15790 Lindsay St","Detroit","MI",48227,"","","SingleFamily","",42.4065,-83.212443,NA,NA,13503,0.31,NA,NA,NA,NA,NA,NA,NA,36400,NA,NA,NA,NA,2016-02-23,50000,"","",NA,NA,NA
"729",43717,43717,118020,1915,NA,4,2,0,2,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,8089,"Rathbone","","St","","","8089 Rathbone St","Detroit","MI",48209,"","","SingleFamily","",42.303611,-83.123497,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,2016-04-22,40000,"","",NA,NA,NA
"731",44742,44742,119119,1948,NA,3,1.5,1,1,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11905,"Lakepointe","","St","","","11905 Lakepointe St","Detroit","MI",48224,"","","SingleFamily","",42.428684,-82.94548,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,35800,NA,NA,NA,NA,2016-04-20,37500,"","",NA,NA,NA
"734",45429,45429,119892,1947,NA,3,1.5,1,1,NA,NA,NA,898,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,12801,"Hazelton","","St","","","12801 Hazelton St","Detroit","MI",48223,"","","SingleFamily","",42.381233,-83.267562,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,27400,NA,NA,NA,NA,2016-04-15,48250,"","",NA,NA,NA
"738",45435,45435,119898,1946,NA,3,2,0,2,NA,NA,NA,891,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,12826,"Hazelton","","St","","","12826 Hazelton St","Detroit","MI",48223,"","","SingleFamily","",42.381576,-83.266863,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,18600,NA,NA,NA,NA,2016-01-15,22000,"","",NA,NA,NA
"745",52804,52804,127686,1917,NA,NA,1,0,1,NA,NA,NA,1080,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5240,"Florida","","St","","","5240 Florida St","Detroit","MI",48210,"","","SingleFamily","",42.333393,-83.137863,NA,NA,2614,0.06,NA,NA,NA,NA,NA,NA,NA,13400,NA,NA,NA,NA,2016-01-07,30000,"","",NA,NA,NA
"747",52807,52807,127689,1920,NA,NA,2,0,2,NA,NA,NA,792,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5217,"Cecil","","St","","","5217 Cecil St","Detroit","MI",48210,"","","SingleFamily","",42.334319,-83.134624,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,2016-01-13,35000,"","",NA,NA,NA
"748",52808,52808,127690,1922,NA,NA,2,0,2,NA,NA,NA,1750,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7375,"Saint John","","St","","","7375 Saint John St","Detroit","MI",48210,"","","SingleFamily","",42.327351,-83.132849,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,30800,NA,NA,NA,NA,2016-04-21,45000,"","",NA,NA,NA
"749",52809,52809,127691,1923,NA,NA,1,0,1,NA,NA,NA,1008,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7362,"Parkwood","","St","","","7362 Parkwood St","Detroit","MI",48210,"","","SingleFamily","",42.327136,-83.132452,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA,NA,2016-04-27,25000,"","",NA,NA,NA
"750",52810,52810,127692,1918,NA,NA,2,0,2,NA,NA,NA,1934,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5241,"Tarnow","","St","","","5241 Tarnow St","Detroit","MI",48210,"","","SingleFamily","",42.333858,-83.13668,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,30800,NA,NA,NA,NA,2016-03-11,30000,"","",NA,NA,NA
"751",52811,52811,127693,1971,NA,NA,1.5,1,1,NA,NA,NA,1342,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6975,"Waldo","","St","","","6975 Waldo St","Detroit","MI",48210,"","","SingleFamily","",42.327466,-83.128574,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA,NA,2016-01-20,30000,"","",NA,NA,NA
"755",52815,52815,127698,1924,NA,NA,1,0,1,NA,NA,NA,1038,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4937,"Military","","St","","","4937 Military St","Detroit","MI",48210,"","","SingleFamily","",42.336469,-83.122769,NA,NA,9583,0.22,NA,NA,NA,NA,NA,NA,NA,10200,NA,NA,NA,NA,2016-04-25,35000,"","",NA,NA,NA
"756",52816,52816,127699,1915,NA,NA,2,0,2,NA,NA,NA,1743,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3855,"Gilbert","","St","","","3855 Gilbert St","Detroit","MI",48210,"","","SingleFamily","",42.328957,-83.120868,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,27600,NA,NA,NA,NA,2016-05-09,45000,"","",NA,NA,NA
"757",52817,52817,127700,1948,NA,4,2.5,1,2,NA,NA,NA,950,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4405,"52nd","","St","","","4405 52nd St","Detroit","MI",48210,"","","SingleFamily","",42.328514,-83.13475,NA,NA,3571,0.082,NA,NA,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,2016-06-06,30100,"","",NA,NA,NA
"758",52818,52818,127701,1920,NA,3,1,0,1,NA,NA,NA,1049,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4603,"52nd","","St","","","4603 52nd St","Detroit","MI",48210,"","","SingleFamily","",42.329502,-83.135467,NA,NA,3484,0.08,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA,NA,2016-01-04,29500,"","",NA,NA,NA
"760",52820,52820,127703,1912,NA,NA,2,0,2,NA,NA,NA,1558,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3866,"Clippert","","St","","","3866 Clippert St","Detroit","MI",48210,"","","SingleFamily","",42.32844,-83.122791,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,34800,NA,NA,NA,NA,2016-03-16,20608,"","",NA,NA,NA
"761",52821,52821,127704,1915,NA,5,2,0,2,NA,NA,NA,1560,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6880,"Mercier","","St","","","6880 Mercier St","Detroit","MI",48210,"","","SingleFamily","",42.325496,-83.125144,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,2016-01-09,20550,"","",NA,NA,NA
"762",52822,52822,127705,1953,NA,3,1,0,1,NA,NA,NA,900,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5830,"Larkins","","St","","","5830 Larkins St","Detroit","MI",48210,"","","SingleFamily","",42.339748,-83.136398,NA,NA,8276,0.19,NA,NA,NA,NA,NA,NA,NA,44200,NA,NA,NA,NA,2016-03-09,32300,"","",NA,NA,NA
"766",52826,52826,127709,1915,NA,NA,1,0,1,NA,NA,NA,1164,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7365,"Parkwood","","St","","","7365 Parkwood St","Detroit","MI",48210,"","","SingleFamily","",42.326778,-83.132194,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA,NA,NA,2016-02-24,22000,"","",NA,NA,NA
"768",53277,53277,128170,1923,NA,0,5,0,5,NA,NA,NA,5126,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,8863,"Chamberlain","","St","","","8863 Chamberlain St","Detroit","MI",48209,"","","MultiFamily2To4","",42.300243,-83.129875,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,77600,NA,NA,NA,NA,2016-01-11,75000,"","",NA,NA,NA
"769",53278,53278,128171,1919,NA,7,4,0,4,NA,NA,NA,3242,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2309,"Philadelphia","W","St","","","2309 W Philadelphia St","Detroit","MI",48206,"","","MultiFamily2To4","",42.369255,-83.10128,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,NA,2016-03-14,48500,"","",NA,NA,NA
"770",53279,53279,128172,1905,NA,0,6,0,6,NA,NA,NA,4136,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2201,"Wabash","","St","","","2201 Wabash St","Detroit","MI",48216,"","","MultiFamily2To4","",42.329994,-83.074517,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,2016-01-13,105000,"","",NA,NA,NA
"771",53281,53281,128174,1911,NA,0,2,0,2,NA,NA,NA,1930,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,689,"Kirby","E","St","","","689 E Kirby St","Detroit","MI",48202,"","","MultiFamily2To4","",42.363792,-83.057637,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,12200,NA,NA,NA,NA,2016-04-07,105000,"","",NA,NA,NA
"773",53283,53283,128176,1913,NA,3,3,0,3,NA,NA,NA,1880,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,309,"Melbourne","","St","","","309 Melbourne St","Detroit","MI",48202,"","","MultiFamily2To4","",42.37806,-83.073441,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,20800,NA,NA,NA,NA,2016-04-15,49500,"","",NA,NA,NA
"776",59318,59318,134446,1940,NA,3,1.5,1,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19191,"Greenlawn","","St","","","19191 Greenlawn St","Detroit","MI",48221,"","Residential","SingleFamily","",42.432747,-83.152145,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,2200,NA,NA,NA,NA,2016-04-29,39195,"","",NA,NA,NA
"777",59319,59319,134447,1927,NA,3,1,0,1,NA,NA,NA,1155,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20111,"Stoepel","","St","","","20111 Stoepel St","Detroit","MI",48221,"","Residential","SingleFamily","",42.441543,-83.143218,NA,NA,3484,0.08,NA,NA,NA,NA,NA,NA,NA,37200,NA,NA,NA,NA,2016-04-14,38250,"","",NA,NA,NA
"778",59320,59320,134448,1945,NA,3,1,0,1,NA,NA,NA,1194,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20054,"Greenlawn","","St","","","20054 Greenlawn St","Detroit","MI",48221,"","Residential","SingleFamily","",42.440879,-83.151725,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,2016-03-04,45800,"","",NA,NA,NA
"779",59321,59321,134449,1939,NA,3,1,0,1,NA,NA,NA,775,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20016,"Stoepel","","St","","","20016 Stoepel St","Detroit","MI",48221,"","Residential","SingleFamily","",42.440539,-83.142576,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,NA,2016-02-12,17500,"","",NA,NA,NA
"781",59323,59323,134451,1955,NA,3,1.5,1,1,NA,NA,NA,1102,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19717,"Prairie","","St","","","19717 Prairie St","Detroit","MI",48221,"","Residential","SingleFamily","",42.437199,-83.146182,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,39600,NA,NA,NA,NA,2016-03-16,18000,"","",NA,NA,NA
"782",59324,59324,134452,1926,NA,4,2,0,2,NA,NA,NA,1521,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19312,"San Juan","","Dr","","","19312 San Juan Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.433578,-83.14656,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,44400,NA,NA,NA,NA,2016-06-17,43000,"","",NA,NA,NA
"786",59328,59328,134456,1938,NA,3,2,0,2,NA,NA,NA,1513,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19318,"Roselawn","","St","","","19318 Roselawn St","Detroit","MI",48221,"","Residential","SingleFamily","",42.433547,-83.152687,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,40400,NA,NA,NA,NA,2016-03-22,39900,"","",NA,NA,NA
"789",59332,59332,134460,1943,NA,2,2,0,2,NA,NA,NA,800,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19501,"Woodingham","","Dr","","","19501 Woodingham Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.436595,-83.151057,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,35400,NA,NA,NA,NA,2016-03-31,26000,"","",NA,NA,NA
"792",65692,65692,141121,1928,NA,4,2,0,2,NA,NA,NA,1964,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,604,"Alter","","Rd","","","604 Alter Rd","Detroit","MI",48215,"","Residential","SingleFamily","",42.370506,-82.936141,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,NA,2016-05-31,40000,"","",NA,NA,NA
"793",65693,65693,141122,1941,NA,NA,4,0,4,NA,NA,NA,1486,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,376,"Lenox","","St","","","376 Lenox St","Detroit","MI",48215,"","Residential","SingleFamily","",42.362022,-82.945381,NA,NA,7841,0.18,NA,NA,NA,NA,NA,NA,NA,46600,NA,NA,NA,NA,2016-02-25,55000,"","",NA,NA,NA
"796",65696,65696,141125,1926,NA,3,1,0,1,NA,NA,NA,1602,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,526,"Lakewood","","St","","","526 Lakewood St","Detroit","MI",48215,"","Residential","SingleFamily","",42.367084,-82.941726,NA,NA,6552,0.1504,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,NA,2016-02-08,18064,"","",NA,NA,NA
"797",65697,65697,141126,1929,NA,NA,1,0,1,NA,NA,NA,1337,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,209,"Manistique","","St","","","209 Manistique St","Detroit","MI",48215,"","Residential","SingleFamily","",42.361965,-82.933425,NA,NA,3485,0.08,NA,NA,NA,NA,NA,NA,NA,14200,NA,NA,NA,NA,2016-01-13,35000,"","",NA,NA,NA
"798",65698,65698,141128,2009,NA,3,2,0,2,NA,NA,NA,1436,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,495,"Manistique","","St","","","495 Manistique St","Detroit","MI",48215,"","Residential","SingleFamily","",42.367996,-82.937385,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,2016-03-14,33500,"","",NA,NA,NA
"801",65768,65768,141200,1942,NA,3,1,0,1,NA,NA,NA,793,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18091,"Beland","","St","","","18091 Beland St","Detroit","MI",48234,"","Residential","SingleFamily","",42.428471,-83.009552,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,2016-01-20,38000,"","",NA,NA,NA
"802",65769,65769,141201,1950,NA,NA,1,0,1,NA,NA,NA,836,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18941,"Runyon","","St","","","18941 Runyon St","Detroit","MI",48234,"","Residential","SingleFamily","",42.433181,-83.007369,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,30600,NA,NA,NA,NA,2016-05-03,25000,"","",NA,NA,NA
"805",65772,65772,141204,1937,NA,3,1.5,1,1,NA,NA,NA,1295,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18470,"Algonac","","St","","","18470 Algonac St","Detroit","MI",48234,"","Residential","SingleFamily","",42.429914,-83.010125,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,28200,NA,NA,NA,NA,2016-06-02,35000,"","",NA,NA,NA
"811",73181,73181,148922,1960,NA,3,1.5,1,1,NA,NA,NA,2456,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3735,"Buena Vista","W","St","","","3735 W Buena Vista St","Detroit","MI",48238,"","Residential","SingleFamily","",42.387165,-83.129951,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,23800,NA,NA,NA,NA,2016-04-07,60820,"","",NA,NA,NA
"812",73182,73182,148923,1925,NA,NA,2,0,2,NA,NA,NA,1848,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4228,"Leslie","","St","","","4228 Leslie St","Detroit","MI",48238,"","Residential","SingleFamily","",42.384399,-83.133544,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,39000,NA,NA,NA,NA,2016-03-08,41500,"","",NA,NA,NA
"813",73183,73183,148924,1951,NA,3,1.5,1,1,NA,NA,NA,1290,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3016,"Oakman","","Blvd","","","3016 Oakman Blvd","Detroit","MI",48238,"","Residential","SingleFamily","",42.386576,-83.144453,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,30600,NA,NA,NA,NA,2016-02-16,34900,"","",NA,NA,NA
"814",73184,73184,148925,1941,NA,3,3,0,3,NA,NA,NA,1378,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3259,"Oakman","","Blvd","","","3259 Oakman Blvd","Detroit","MI",48238,"","Residential","SingleFamily","",42.383244,-83.143339,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,NA,2016-04-15,27000,"","",NA,NA,NA
"815",73185,73185,148926,1925,NA,NA,2,0,2,NA,NA,NA,2050,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,12667,"Monica","","St","","","12667 Monica St","Detroit","MI",48238,"","Residential","SingleFamily","",42.382137,-83.142814,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,2016-03-10,68765,"","",NA,NA,NA
